[DEBUG] 2020-10-04 16:07:50.546 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-10-04 16:07:50.555 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-10-04 16:07:50.576 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-10-04 16:07:50.790 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-10-04 16:07:50.795 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-10-04 16:07:51.144 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-10-04 16:07:51.144 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-10-04 16:07:51.159 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-10-04 16:07:51.717 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-10-04 16:07:51.746 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-10-04 16:07:51.751 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-10-04 16:07:52.000 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@2aa6311a
[DEBUG] 2020-10-04 16:07:52.005 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@4d654825
[DEBUG] 2020-10-04 16:07:52.005 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@4d654825
[DEBUG] 2020-10-04 16:07:52.008 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@3964d79
[DEBUG] 2020-10-04 16:07:52.008 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3964d79
[DEBUG] 2020-10-04 16:07:52.009 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3964d79
[DEBUG] 2020-10-04 16:07:52.009 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@5fbdc49b
[DEBUG] 2020-10-04 16:07:52.017 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@4e1459ea
[DEBUG] 2020-10-04 16:07:52.017 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@4e1459ea
[DEBUG] 2020-10-04 16:07:52.021 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@4e1459ea
[DEBUG] 2020-10-04 16:07:52.022 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@4eed2acf
[DEBUG] 2020-10-04 16:07:52.023 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@2d9f64c9
[DEBUG] 2020-10-04 16:07:52.023 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@2d9f64c9
[DEBUG] 2020-10-04 16:07:52.033 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@1abfe081
[DEBUG] 2020-10-04 16:07:52.033 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1abfe081
[DEBUG] 2020-10-04 16:07:52.034 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@acdcf71
[DEBUG] 2020-10-04 16:07:52.034 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@acdcf71
[DEBUG] 2020-10-04 16:07:52.035 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@cbc8d0f
[DEBUG] 2020-10-04 16:07:52.035 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@cbc8d0f
[DEBUG] 2020-10-04 16:07:52.044 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@17b6d426
[DEBUG] 2020-10-04 16:07:52.045 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@17b6d426
[DEBUG] 2020-10-04 16:07:52.045 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@46a953cf
[DEBUG] 2020-10-04 16:07:52.046 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2dd8239
[DEBUG] 2020-10-04 16:07:52.046 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2dd8239
[DEBUG] 2020-10-04 16:07:52.046 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2dd8239
[DEBUG] 2020-10-04 16:07:52.048 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@3f92a84e
[DEBUG] 2020-10-04 16:07:52.048 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@3f92a84e
[DEBUG] 2020-10-04 16:07:52.049 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@3f92a84e
[DEBUG] 2020-10-04 16:07:52.049 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@5fcfca62
[DEBUG] 2020-10-04 16:07:52.049 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@288214b1
[DEBUG] 2020-10-04 16:07:52.050 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@58cf8f94
[DEBUG] 2020-10-04 16:07:52.050 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@58cf8f94
[DEBUG] 2020-10-04 16:07:52.050 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@58cf8f94
[DEBUG] 2020-10-04 16:07:52.059 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@fabb651
[DEBUG] 2020-10-04 16:07:52.060 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@fabb651
[DEBUG] 2020-10-04 16:07:52.062 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@fabb651
[DEBUG] 2020-10-04 16:07:52.062 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@523d6bdb
[DEBUG] 2020-10-04 16:07:52.063 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@1a87b51
[DEBUG] 2020-10-04 16:07:52.063 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@5e2a3040
[DEBUG] 2020-10-04 16:07:52.063 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@5e2a3040
[DEBUG] 2020-10-04 16:07:52.067 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@64524dd
[DEBUG] 2020-10-04 16:07:52.072 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@6c42f2a1
[DEBUG] 2020-10-04 16:07:52.073 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@6c42f2a1
[DEBUG] 2020-10-04 16:07:52.075 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@59e43e8c
[DEBUG] 2020-10-04 16:07:52.075 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@59e43e8c
[DEBUG] 2020-10-04 16:07:52.077 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@46c3a14d
[DEBUG] 2020-10-04 16:07:52.077 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@64968732
[DEBUG] 2020-10-04 16:07:52.079 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@25cd49a4
[DEBUG] 2020-10-04 16:07:52.089 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@5d5160e6
[DEBUG] 2020-10-04 16:07:52.089 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@5d5160e6
[DEBUG] 2020-10-04 16:07:52.092 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@37af1f93
[DEBUG] 2020-10-04 16:07:52.092 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@778d82e9
[DEBUG] 2020-10-04 16:07:52.093 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@408e96d9
[DEBUG] 2020-10-04 16:07:52.093 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@59901c4d
[DEBUG] 2020-10-04 16:07:52.093 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@168cd36b
[DEBUG] 2020-10-04 16:07:52.094 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@d8d9199
[DEBUG] 2020-10-04 16:07:52.094 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@3901f6af
[DEBUG] 2020-10-04 16:07:52.095 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@602ae7b6
[DEBUG] 2020-10-04 16:07:52.144 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-10-04 16:07:52.144 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-10-04 16:07:52.145 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-04 16:07:52.145 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-04 16:07:52.145 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-10-04 16:07:52.146 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-10-04 16:07:52.147 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-10-04 16:07:52.149 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-04 16:07:52.150 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-10-04 16:07:52.150 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-10-04 16:07:52.151 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-10-04 16:07:52.151 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-10-04 16:07:52.151 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-04 16:07:52.156 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-10-04 16:07:52.162 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/BillingSystem
[INFO ] 2020-10-04 16:07:52.162 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-10-04 16:07:52.162 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-10-04 16:07:52.392 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-10-04 16:07:52.573 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.16
      major : 8
      minor : 0
[DEBUG] 2020-10-04 16:07:52.576 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-10-04 16:07:52.577 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-10-04 16:07:52.656 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-10-04 16:07:52.681 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-10-04 16:07:52.756 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-10-04 16:07:52.813 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-10-04 16:07:52.820 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@5a50d9fc] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@106d77da]
[DEBUG] 2020-10-04 16:07:52.930 [main] AnnotationBinder - Binding entity from annotated class: BillingSystem.entity.Customer
[DEBUG] 2020-10-04 16:07:53.008 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-10-04 16:07:53.027 [main] EntityBinder - Import with entity name Customer
[DEBUG] 2020-10-04 16:07:53.034 [main] EntityBinder - Bind entity BillingSystem.entity.Customer on table customer
[DEBUG] 2020-10-04 16:07:53.074 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.075 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-10-04 16:07:53.083 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [BillingSystem.entity.Customer:id]
[DEBUG] 2020-10-04 16:07:53.088 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-10-04 16:07:53.090 [main] PropertyBinder - Building property id
[DEBUG] 2020-10-04 16:07:53.097 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-10-04 16:07:53.104 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=cust_address, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.105 [main] PropertyBinder - MetadataSourceProcessor property address with lazy=false
[DEBUG] 2020-10-04 16:07:53.105 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [BillingSystem.entity.Customer:address]
[DEBUG] 2020-10-04 16:07:53.105 [main] SimpleValueBinder - building SimpleValue for address
[DEBUG] 2020-10-04 16:07:53.105 [main] PropertyBinder - Building property address
[DEBUG] 2020-10-04 16:07:53.106 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='customer'}
[DEBUG] 2020-10-04 16:07:53.106 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=billingSet, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.109 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.144 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.144 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=billingSet_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.146 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='billingSet_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2020-10-04 16:07:53.152 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='customer'}
[DEBUG] 2020-10-04 16:07:53.152 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='customer'}
[DEBUG] 2020-10-04 16:07:53.153 [main] CollectionBinder - Collection role: BillingSystem.entity.Customer.billingSet
[DEBUG] 2020-10-04 16:07:53.156 [main] PropertyBinder - Building property billingSet
[DEBUG] 2020-10-04 16:07:53.156 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(customer), mappingColumn=cust_city, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-04 16:07:53.156 [main] PropertyBinder - MetadataSourceProcessor property city with lazy=false
[DEBUG] 2020-10-04 16:07:53.156 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [BillingSystem.entity.Customer:city]
[DEBUG] 2020-10-04 16:07:53.156 [main] SimpleValueBinder - building SimpleValue for city
